index,Age,Gender,Ethnicity,Hair Style,Hair Color,Hair Length,Eye Color,Body Type,Dress
danbooru_1993305_ec29965901eda46ae6a0f77b038f6686.txt_0,3,0,3,12,3,2,3,4,23
danbooru_5463437_709d1803dc5a28e76654ab73318c3770.txt_1,1,0,5,9,7,0,4,8,23
danbooru_2540639_5a1897df054b53dd39c0841a3c3132f9.txt_0,3,0,3,4,0,0,3,7,23
danbooru_1360922_ddb76a4ef20746d0ade001b25567b67c.txt_0,2,0,3,4,0,0,10,8,23
danbooru_1532983_9304d568857b15cdce90f1a33be23f2b.txt_0,2,0,3,10,3,2,3,7,22
danbooru_5300230_d115909b336d3490f4549aaf25049281.txt_1,1,0,3,9,7,2,4,7,23
danbooru_2244935_d7d9cc04fd31495b30b8539254290966.txt_0,5,0,3,12,0,0,1,7,22
danbooru_5798367_ccc43dd325cc99cdfbc8e7e660277de0.txt_1,7,1,3,10,0,2,4,0,17
danbooru_1487451_432587c47d99d350a70e9e9d57ec205d.txt_0,2,0,3,12,0,0,1,8,21
danbooru_1604784_112409fa21a5bdaf76a2a5f9cb0e49cf.txt_0,2,0,3,4,0,0,3,7,23
danbooru_5381368_2ced23bc04738055b7dd9564f5e9c8d0.txt_1,1,0,5,10,7,2,4,9,1
danbooru_5848589_fa46a8ea11e7b7c92138c7bdff4caa9f.txt_1,7,1,5,10,1,2,2,0,4
danbooru_2831940_697adc936ef2516c51cd7eec62aa423e.txt_0,3,0,3,10,0,2,5,8,13
danbooru_1400780_efbb375d51b643c1f52da996b5a66186.txt_0,2,0,3,12,3,2,3,8,23
danbooru_1682556_73b97fe9752921af56b587cd41308fc1.txt_0,2,0,3,4,3,0,3,7,15
danbooru_5943287_708f010f9d711553e383d5cedabf6e4f.txt_1,0,0,5,12,0,0,4,8,24
danbooru_5813901_dd7c30517a1823037fc4aba38b778297.txt_1,7,1,5,10,1,2,2,0,25
danbooru_5325142_87472d96cd1c83f4d5082aa8681e7265.txt_1,1,0,5,12,7,0,4,8,24
danbooru_3616899_f639cdb7df0d07de4cc25082bd78bf99.txt_0,0,0,5,4,1,0,10,1,15
danbooru_1401472_3299a1a7967ae02d6d8de9aa30324239.txt_0,2,0,3,4,0,0,2,7,24
danbooru_2748833_72504cd89c03f30cee00ad302733ddfc.txt_0,3,0,1,9,1,0,11,8,0
danbooru_5579622_ace4d02aafbbff83844d49156979ef98.txt_1,7,1,5,10,0,2,4,9,25
danbooru_5440763_ff3cb83e634964fe3343b469b9fd8c10.txt_1,7,1,5,11,0,2,4,8,11
danbooru_2818687_1132e20e2265f7cad83b0290ef47ba51.txt_0,3,0,1,13,1,0,11,7,0
danbooru_2769504_36255a1bbdac307c803d53b07349e3b3.txt_0,0,0,0,4,4,0,2,7,20
danbooru_5922279_cc01c841d711de61517138a2f727b643.txt_1,0,1,5,10,3,2,12,4,21
danbooru_2794410_d78f66ae61a3184dba5f0f9f06578bc1.txt_0,3,0,5,4,4,0,2,8,33
danbooru_4331584_0aaffdc8bc85ac15aaa31ff88b9a4b79.txt_0,0,1,5,10,3,2,7,4,28
danbooru_2749859_8ce2ce34904c6f038f06a5e8caff58a5.txt_0,3,0,5,10,8,2,10,8,0
danbooru_5135737_ddd7954192548a40df115a8d1eb47e2a.txt_1,5,0,3,4,0,0,1,7,23
danbooru_5816358_8d39d405973c53c3dcb6ae8e735ece7d.txt_1,7,1,5,10,1,2,2,7,28
danbooru_5850605_a019bba4521d712879051f3c499b3171.txt_1,7,1,3,10,0,2,3,7,4
danbooru_5475426_d62b5959ce5fdaca7abc52c39027ff11.txt_1,7,1,3,10,7,2,3,0,10
danbooru_4764788_db3700903d4f792cda6fa1100ff9ecc2.txt_1,7,1,5,10,0,2,2,0,11
danbooru_5848113_aaf65db6e7d258112c1446b5dfc1be09.txt_1,7,1,5,10,1,2,12,9,28
danbooru_1348946_a51b4d93c71d617bd055178e92c4aedf.txt_0,2,0,3,2,0,0,3,1,19
danbooru_4966767_d275215781765babc6e2113342e0e949.txt_1,7,0,5,2,8,0,10,1,30
danbooru_1454199_49170866b28b477463c3e3a8237c29b1.txt_0,2,0,3,4,1,0,2,7,3
danbooru_2827246_e8ff6d67e785eaddcf4f5b9f042c3d8c.txt_0,3,0,0,4,10,0,2,7,20
danbooru_2734093_58cdd8dd460fbf3f7f6a862e7e79edac.txt_0,3,0,3,4,4,0,2,4,20
danbooru_5414523_ba2ffc21f2b88b1133de93c76b86777a.txt_1,7,1,0,12,0,2,5,0,11
danbooru_2780983_ab3020e1b80e25b044e29718544e92ae.txt_0,0,0,5,4,0,0,5,8,20
danbooru_2748395_4c407b247d63df367b031fbb9510153d.txt_0,3,0,1,4,1,0,11,7,0
danbooru_1559634_cdd40b12772a326df6205856d96c9f8a.txt_0,2,0,3,12,3,2,4,8,23
danbooru_4476855_93b47fb8b192ff02bcbb9410a0891f34.txt_0,0,1,5,10,0,2,2,0,11
danbooru_2079484_dfbcabd7e514db7d044d92606c690cf5.txt_0,7,0,4,4,1,0,2,1,8
danbooru_3596301_1b59ff9870e8eb9e98a2791388b27d00.txt_0,7,0,0,4,0,0,3,7,0
danbooru_2846986_b98259d9f349453c6cc81b12eccda7b6.txt_0,3,0,2,4,1,0,3,7,14
danbooru_5417753_47ba791a3923efbc0026ac3d4dd5f1fb.txt_1,0,0,5,12,0,1,14,0,12
danbooru_1408507_ef7150ce20be546660b1f208a323b3e5.txt_0,2,0,3,4,1,3,2,7,27
danbooru_4615375_4b757b0eb2b99132d2c03be4d9a3a8b2.txt_1,7,0,0,12,3,2,3,0,23
danbooru_1349752_fe008b16e7e4c2f4aef2df4a9186ebd0.txt_0,2,0,3,4,0,0,11,7,8
danbooru_1454233_33bc31d79df5ee2591d589ce7d8fc181.txt_0,7,0,3,4,1,0,2,1,0
danbooru_5482998_27d401cb30500f64cbb9885a9923c662.txt_1,0,0,3,12,0,0,11,7,13
danbooru_5243746_5e1432c5e9e6a5acd4646a0577e2482c.txt_1,5,1,5,10,9,2,9,0,10
danbooru_1448548_6761a3d47fbbfa2daaafe50bb6f08a36.txt_0,2,0,0,9,0,0,2,1,19
danbooru_5759526_50933d885a709f3eb943ab79d2509868.txt_1,7,1,3,12,1,2,2,0,28
danbooru_5897996_a503af76ff15c884931e37ce37c7266a.txt_1,1,0,5,3,7,1,4,9,2
danbooru_1549029_cb1ca846e44368b4f8d705ca9480357f.txt_0,7,0,3,12,0,0,1,4,18
danbooru_5757315_2cf3fcf04878e3e6ebf31664fae23f00.txt_1,7,1,3,12,0,2,3,7,12
danbooru_5326366_a8915a4d44e5d81eff32dd70a87cb252.txt_1,1,0,5,12,7,2,4,8,2
danbooru_4539867_81636062b171aff45a73a9a2b68c3451.txt_1,5,0,3,12,3,1,3,7,4
danbooru_1454599_92534dd9e4d2ee72b1c6593573aacfb2.txt_0,7,0,3,4,1,0,2,7,23
danbooru_2740743_5521ec36c67d74c389d7be99b9df2168.txt_0,3,0,3,4,4,0,0,8,24
danbooru_5475422_c336e5d6709127a189941e723b2032a1.txt_1,7,1,0,12,0,2,2,0,11
danbooru_2746771_1baa855e5be9da981ae313a093eeb5ed.txt_0,3,0,3,13,1,0,2,7,20
danbooru_1676779_64509b1128ab7c292bedd4da0bec11e0.txt_0,2,0,3,4,0,0,3,7,23
danbooru_5388756_829099b0ee719678901134c74c9c8d90.txt_1,0,0,5,5,7,0,4,7,24
danbooru_472079_78b579941862fc773b27fa70befb0dda.txt_1,5,0,3,4,1,0,2,7,23
danbooru_5137364_02f4be30bc68666c92fdeb53cf7766ba.txt_1,5,0,5,9,7,1,4,7,23
danbooru_5779854_5de80cae8f43ca0627fcb45eff2c8754.txt_1,0,0,5,5,0,1,13,7,25
danbooru_1228991_3e7a85e27f723cf6dfacd05df1c660ff.txt_0,2,0,3,4,0,0,11,4,8
danbooru_5401502_7912c739d06e19839b8c9160b11f8029.txt_1,1,0,5,5,7,1,4,9,2
danbooru_3836048_8e051c7fe751236888d8b85d6b117321.txt_0,0,0,2,4,1,0,4,1,14
danbooru_2743476_bfa97c635289f2615abf7dc83f62580d.txt_0,0,0,5,4,5,0,4,8,32
danbooru_2714275_0de8748a59eed989c1e51a7b52d9c154.txt_0,3,0,0,4,4,0,2,7,20
danbooru_1421161_60f67f42da7c2a44def200edce1af3fc.txt_0,2,0,5,4,0,0,10,4,29
danbooru_5850763_a2fc5c74cdc93492fd2d5e28dd343ab6.txt_1,7,1,3,10,0,2,3,7,17
danbooru_5281771_3e63dce68d59c92657701a524b0b1f3e.txt_1,7,1,5,12,0,2,2,0,11
danbooru_5271791_27bfa2eb1078c20bf5a892e5836f44ec.txt_1,0,0,5,3,7,1,4,8,2
danbooru_4430928_793d4b08cd1e46c09356cd14ad1f6e62.txt_0,7,1,0,12,1,2,2,7,28
danbooru_5841815_b481806fd63cf18a9267219f9c9cebcb.txt_1,1,0,5,2,7,0,14,9,23
danbooru_2715868_98a3af937960cc5445896887a0d3b4bd.txt_0,3,0,3,4,4,0,2,8,20
danbooru_5965868_9c33306b3df03179c3c22bcf5d921ff3.txt_1,7,1,3,10,0,2,3,7,28
danbooru_1581235_7d2b5f84ed0351faebc7f3aac6934162.txt_0,2,0,3,4,1,0,2,4,18
danbooru_4214934_a18d75387c495c002a6c9ae591bb41f7.txt_0,4,1,3,11,3,2,11,4,13
danbooru_5348954_9046a83f548979c6b010fc42eab30414.txt_1,1,0,5,12,7,0,4,7,23
danbooru_4299109_74a02bac37bfb604645c1266b5cfe226.txt_0,8,1,0,10,1,2,2,7,28
danbooru_1461678_f566b9b7670bdf79bc82291b87f59262.txt_0,2,0,3,4,0,0,7,6,23
danbooru_2244559_399b3b09ce048644a13a859ddec04384.txt_0,3,0,3,12,0,0,1,4,11
danbooru_4755990_5e27eff2c077516bf062a1b7d871c215.txt_1,7,0,0,5,3,2,3,8,4
danbooru_1299271_7b2272cd596eb31ac22320d55933f6f6.txt_0,2,0,5,4,9,0,2,4,19
danbooru_5757877_6179703ea4b916e4d1d5630b1e3fb566.txt_1,1,0,3,7,9,0,4,0,13
danbooru_2740748_fbdcc769bf7ea4a611466afb994ab2d4.txt_0,3,0,5,4,10,0,2,8,20
danbooru_5609532_2029aeecb73c6ed801994ace3545e5ef.txt_1,5,0,3,4,7,0,4,7,23
danbooru_1985435_b396567a9ae984e9d299d84a0e200701.txt_0,3,0,3,12,3,1,3,7,0
danbooru_4282044_0209018feaf950f72f55dde893d66b15.txt_0,7,0,5,4,3,0,11,8,16
danbooru_4247157_5e9726c2389e1bfa2e946530a8a7d76e.txt_0,5,1,0,11,9,2,11,0,7
danbooru_5813803_0c11e4a56c212c9f8ed0666b7188ffaa.txt_1,7,1,5,12,1,2,2,7,4
danbooru_1401503_0c415a8db3d47a7c14a8365f5ca6ae3f.txt_0,2,0,3,12,3,2,4,8,22
danbooru_4586966_c3c99040dc91ba58e7d9ef171735b5b5.txt_1,7,1,0,12,0,2,2,7,7
danbooru_2759099_21ee2f3467fca8efd2cbefcfc9dbbac5.txt_0,3,0,2,4,1,0,3,2,0
danbooru_5571590_e40f4287305c7e262711475e5cad131d.txt_1,7,0,5,12,0,2,12,1,16
danbooru_4412230_8f1af7ed32d4e116041dc9347990aa29.txt_0,5,0,3,4,0,0,2,7,23
danbooru_5379552_bd45ba4f7ff9cdfad015b2150bc5e3d9.txt_1,5,0,5,5,7,1,4,7,23
danbooru_1894765_25e9928b5f4202d3178e25dde70867b3.txt_0,5,0,3,12,0,0,2,7,22
danbooru_2729858_d420aaa6c5991372c6e9bccb14cf010b.txt_0,3,0,5,4,4,0,0,7,20
danbooru_5940690_d395937cb145776692819acfdfe2c6ac.txt_1,7,0,5,5,7,0,12,9,26
danbooru_4623991_223ce3c69e5fdfa785faeaf77fc927fe.txt_1,6,1,5,10,0,2,1,9,11
danbooru_2793957_4e62ec601f4e0a14d8b9811b6bb1560d.txt_0,3,0,2,13,9,0,3,8,14
danbooru_2263186_10966fee0c7f1a613c8ce419f6a44a20.txt_0,3,0,3,4,3,0,4,7,23
danbooru_2732732_f55254025ef7e35035454363eb458e5c.txt_0,3,1,5,12,0,2,3,0,23
danbooru_1395375_119e1a7d9acb2f5f788d8395c6a11540.txt_0,2,0,5,4,0,0,10,4,36
danbooru_5003362_f88de2450584eace6ced6bc6ad11bdd7.txt_1,7,0,3,6,4,1,13,8,23
danbooru_5914159_3cbda8e0ba4850e6a82ca139a07df00d.txt_1,1,0,5,4,7,0,4,9,23
danbooru_3601015_878e8490f46ca6ae03a6161fd12a3d06.txt_0,7,0,3,4,0,0,10,1,0
danbooru_2745915_23fc8b3ea650fc76b18cf3774cbfb6a8.txt_0,3,0,3,4,7,0,0,4,20
danbooru_5833734_ac13d4d8e70fab887f1fbb45b1c59c89.txt_1,7,1,3,12,1,2,2,7,25
danbooru_1147897_533dd38a8a8dbab2f610699ba3c7a907.txt_0,2,0,3,4,7,0,3,7,5
danbooru_1396685_5bc09172b812e5a616c424da2e9ed01b.txt_0,2,0,3,12,2,0,2,7,24
danbooru_3968083_b09ee23e7931de82ee2b636dadfe469a.txt_0,4,0,3,12,9,0,2,8,23
danbooru_2767948_55b0068f377bc998c405c6e2439044fa.txt_0,3,0,3,12,0,0,10,7,24
danbooru_5869542_13e6d7b0d406fb0efa4b0e73168d9631.txt_1,7,1,5,11,0,2,4,9,12
danbooru_5335311_ae1c8096eaa96fc7bf1b69f9fe780e33.txt_1,7,0,5,12,7,2,4,8,23
danbooru_5556031_5a9dd71b0fe990dae310d4693888f3f8.txt_1,7,0,0,4,0,0,3,0,11
danbooru_5922537_15882db2cfd44f0022fa47445e47b831.txt_1,7,1,5,10,1,2,2,7,4
danbooru_4317171_69b6989d64c36859fb66c31b8a9589b1.txt_0,7,1,5,11,0,2,3,7,33
danbooru_1492364_ea8dc9b707b990d6ba241fb0e6ea2fa8.txt_0,2,0,3,12,0,0,1,7,23
danbooru_1544468_c166c5151fdfcbf11db3c76651a47a89.txt_0,2,0,3,4,0,0,3,7,23
danbooru_2056213_3f9616541f20da9bc1694621728371e8.txt_0,3,0,3,4,1,0,2,7,3
danbooru_3748168_29723c484cecfc5f0737f5d5cb36a2c4.txt_0,4,0,5,12,1,0,2,7,27
danbooru_1483538_485e7472b47a65668b4b59a06069a977.txt_0,2,0,3,12,3,2,3,7,24
danbooru_1454609_16815859f0fa247dc48c7b67f33a48a6.txt_0,2,0,3,4,1,0,2,7,18
danbooru_2733691_62689761e893fb39ae8fdf1d13771a1a.txt_0,0,0,3,4,4,0,2,8,20
danbooru_2428546_04fdd9f7055504ab9c2e694a0e53f24a.txt_0,3,0,3,12,3,2,3,7,25
danbooru_2760048_1f95bccef00c6cdac81490110e8c3a20.txt_0,3,0,0,4,1,0,2,4,33
danbooru_5965938_8eb78907dfa7afbb76fc0a6f17967b62.txt_1,7,1,5,12,1,0,4,0,12
danbooru_2769357_3ed6a5ef03bc2049504fd4ea3dcefd48.txt_0,3,0,0,4,1,0,3,1,15
danbooru_5243671_78e0a3e1504447b052c484cbc6150a97.txt_1,7,1,5,10,9,2,9,0,10
danbooru_5808745_675cb7e0cf983f8e5f400b891a267ae0.txt_1,7,1,5,10,1,2,4,0,28
danbooru_3584701_6cd7af5582dde191e617f1958b97bf8b.txt_0,4,0,3,10,3,2,3,7,23
danbooru_2793934_78ee621d6851b0cfa67e5acc995aa435.txt_0,3,0,3,4,10,0,2,7,13
danbooru_4375579_d70c123cf1f6d82e532591afb6da102a.txt_0,7,1,5,12,10,0,2,7,11
danbooru_4421001_35c3094b67286650f99081433aa25fc6.txt_0,7,1,5,10,10,2,2,7,11
danbooru_3954402_957b7afab69d5bf3785eaf666be8c6c4.txt_0,7,0,5,12,0,0,4,7,23
danbooru_1136640_1c3518d8831468dd51536eec783568de.txt_0,2,0,3,10,3,2,5,7,23
danbooru_5365556_8b043087ac5a0cda52db9d7d1e5c15f2.txt_1,7,0,5,4,7,0,4,9,23
danbooru_1902960_691a39e54ce3050e0b8cf0344a764db3.txt_0,3,0,3,9,0,0,1,4,19
danbooru_1646495_7014894fdb67fb1ec69739c53a1cdfa6.txt_0,2,0,3,12,3,2,3,7,23
danbooru_4850607_e5df8c2a84eb99933c3f647ee63fe29c.txt_1,7,1,5,12,0,2,2,7,25
danbooru_1492723_cf5be194fac25c5c437902ee92bb53eb.txt_0,2,0,0,4,0,0,2,1,0
danbooru_5437593_c88f7c9eb61264874d15730e726b2516.txt_1,0,0,5,4,3,0,12,7,31
danbooru_5062173_a88b5adc4ab7742ed5a08005e91777dc.txt_1,5,0,3,10,3,2,3,7,23
danbooru_2762251_7e30ccabfd259e8ded7f877533d4abcb.txt_0,3,0,5,10,0,2,10,1,0
danbooru_5416810_d30bf4b1a4659e8d295d2a946b6a2d74.txt_1,0,1,5,10,1,2,2,7,28
danbooru_5395095_5ed820bf374e695d76d3a149f75565f0.txt_1,0,0,5,12,0,0,11,1,2
danbooru_1599784_e8f7240145561ecca14eae8d80d06499.txt_0,2,0,3,12,0,0,7,6,3
danbooru_2781952_143b7f4f02f2bdfb835ce8998de4fb02.txt_0,3,0,3,4,10,3,2,4,11
danbooru_5266972_15093aa15129e9dcc0d26e49f0049bd5.txt_1,1,0,5,4,7,0,4,9,23
danbooru_5905220_81f07b10e27fc6d2255031ac75494256.txt_1,7,1,3,10,1,2,2,7,9
danbooru_2740606_36e3bab018c30a382be7a4be391ce085.txt_0,3,0,3,4,4,0,2,7,11
danbooru_2776886_d6b959ec772b593721d35c7c24e4f577.txt_0,3,0,1,12,1,0,14,7,0
danbooru_1431951_d11c335ce78dc7ad96eae6367618a6e4.txt_0,2,0,3,4,1,0,5,7,24
danbooru_5811164_51ad64194a698c1242ca12104f5be960.txt_1,7,1,5,12,0,0,4,3,17
danbooru_5062564_bc7fe1b7f1025b1ef0a73161fabc059d.txt_1,7,1,3,11,0,2,3,0,7
danbooru_1652501_091dd31eb0da18d58e7d687aa97d26c2.txt_0,2,0,3,4,0,0,11,7,23
danbooru_4749060_d28ef00b89d0e4a78da7b4f81c95bdbe.txt_1,5,1,3,10,0,2,10,7,7
danbooru_1545534_2568f0c958990b28e15625b6c6e242f9.txt_0,2,0,3,4,0,0,3,7,23
danbooru_4138754_bb6d1318112c0174fb99b72e4797231b.txt_0,5,0,3,10,3,2,3,7,23
danbooru_1083579_995c9a9f57e356aa480b14bc7819f973.txt_0,2,0,3,12,0,0,3,4,22
danbooru_2792312_32a5844d0c2481c889cc405d973db126.txt_0,3,0,5,4,10,3,2,9,0
danbooru_1496661_a3e63fb41da4c399393578fdef70a2de.txt_0,2,0,0,4,0,0,1,7,20
danbooru_1477813_96fa471d6740fb41ef8e510ed32f982c.txt_0,2,0,0,10,3,2,3,4,29
danbooru_1683296_84cbdf98fd9c4cea1d9be281b5419e91.txt_0,2,0,3,10,3,2,3,4,15
danbooru_1311290_f53169711e2a3201d440a324e5a700ce.txt_0,2,0,5,4,8,0,10,9,8
danbooru_5848612_fd3b40319f78240a9c0987afd5a43270.txt_1,7,1,3,10,1,2,2,7,9
danbooru_1349863_2b9e041b4eecb103141f7bdd8a97b939.txt_0,2,0,3,4,6,0,2,7,23
danbooru_2817186_86240ec80a0b6fdec73993879e68973f.txt_0,0,0,1,4,1,0,3,8,26
danbooru_5272670_b904cd421f4617cd0161b1e30f100c9e.txt_1,5,1,5,11,0,2,4,0,23
danbooru_4837388_816cb942785c0ae87698f6bd4b1e77b7.txt_1,7,1,5,10,3,2,3,7,25
danbooru_5848287_cf035c7cd497addf77bb20627778a91e.txt_1,7,1,5,10,1,2,2,0,6
danbooru_5377770_f0f85a1f480f434d09d9ad4c20d452a8.txt_1,5,0,5,5,7,1,4,9,23
danbooru_4268939_4251b7a2ac1f353f5149d1ba1516c3ee.txt_0,5,1,3,12,3,2,2,7,7
danbooru_1342317_69e4661d89d371a25a19fc97ae233d88.txt_0,2,0,3,4,3,0,2,7,24
danbooru_5237341_d3e2a55faaaeb6389dbe2337f14f5ef0.txt_1,7,0,5,4,1,0,5,1,16
danbooru_5009843_54a0940acf6a6043f6d4bc553f3f13d3.txt_1,7,1,5,12,1,2,4,0,11
danbooru_5850608_b645867dfa54c5781b6748045781cfbf.txt_1,7,1,5,10,0,2,12,9,17
danbooru_4696356_bae5dc173cf959bbbb1859d11d661695.txt_1,7,0,5,2,3,0,3,0,12
danbooru_2714782_a6b9ea342d10ebba44d7dba1f75ed798.txt_0,0,0,5,4,4,0,2,1,0
danbooru_2910252_7a4ff50a67e0c6741491508be026fbf6.txt_0,3,0,3,10,3,2,3,8,23
danbooru_5618785_ae4e7ff7e6ee3c10ada2d0e5883a79b2.txt_1,0,1,5,12,0,0,1,0,12
danbooru_5272689_fbac84b4f7b3b6633b8e6c7d50726157.txt_1,5,1,3,10,0,2,4,7,23
danbooru_2869756_088ccaa31b2ab8738ec0e6ca95730aa7.txt_0,3,0,3,10,3,2,4,4,22
danbooru_2230496_a70585eddd7ebcf6837ad437ac2ceb94.txt_0,3,0,3,12,3,1,3,1,13
danbooru_5626786_81fcefeb2cffb4322df75e7d94ed1145.txt_1,7,0,5,10,7,2,4,7,23
danbooru_5496685_8eab1d8040f12a22070e8cde3e785588.txt_1,5,0,5,9,7,1,4,8,23
danbooru_4678721_c88ab0a0fefe1c0679626c1a3d6ea885.txt_1,5,0,3,12,0,0,5,7,23
danbooru_4224499_a9755b422d127d9a8fa4bc6d798b20b5.txt_0,4,0,0,12,0,0,2,1,0
danbooru_5659803_34c1685e04e9f3bbe94d5073bac2be84.txt_1,1,0,5,7,7,2,4,9,23
danbooru_2060941_27fc88fcd69a7288a3c842ea44be02fc.txt_0,5,0,3,4,0,0,1,7,22
danbooru_1278324_9b98f052f35440ff2500cfe5b33da929.txt_0,2,0,3,13,0,0,1,1,0
danbooru_2718248_100c472263add6e79096c5dd66b6f89d.txt_0,3,0,0,4,4,0,2,7,11
danbooru_5414843_4b84b8718af4a7740614a4b447374a02.txt_1,7,1,3,11,7,2,14,7,21
danbooru_5905211_e8071e55825c4b0efec6413c6b0962f9.txt_1,7,1,3,12,1,2,3,7,12
danbooru_5248595_252891c9b1ba7c70a358463c73e72232.txt_1,7,1,5,11,0,2,2,4,18
danbooru_3995197_24762e94f7c56a1eba9e0c20f1346fee.txt_0,4,0,3,4,0,0,2,7,23
danbooru_2776928_fd9c8a9e9dbbb38dd0bdc6575bd0dd51.txt_0,7,0,3,12,8,2,10,0,13
danbooru_3007028_562b01ae2a001c24f75fccaa1aa7ed9e.txt_0,4,0,3,4,3,0,3,7,29
danbooru_2051206_51015dcf5e938c020f4c915d1d246f7f.txt_0,3,0,3,12,0,0,1,7,23
danbooru_5367410_9c90bf156b44a40fb05da2792ca7f64f.txt_1,7,1,5,12,0,1,4,0,11
danbooru_5814149_9c92bca6e142100d8d111024a39b1559.txt_1,7,1,5,12,1,2,3,7,4
danbooru_1843314_772ed741378c93bf97e90d75afef4f1b.txt_0,2,0,3,4,0,0,3,7,23
danbooru_2862594_bcf1b12d20d72751059915e4cab00619.txt_0,3,0,5,4,1,3,2,7,25
danbooru_5816393_2489e214ba5cfcfed394fd8d2ca6fff1.txt_1,8,1,5,10,1,2,2,0,28
danbooru_5850874_d1a5845d0a1e6e71f1c0cdd142aa1eb8.txt_1,7,1,5,10,0,2,12,9,4
danbooru_1445271_78e08760f64e49422a6fa4f0e558cd30.txt_0,2,0,3,12,3,2,11,7,23
danbooru_1236799_188869ff50519db52ce99c88a9d42af8.txt_0,2,0,3,4,0,0,5,8,8
danbooru_4418158_fcf9a9e06349110c98824fe1065fc7ee.txt_0,7,1,3,11,7,2,11,0,13
danbooru_5388772_1fe34dedbc95c09ec2e8866b3b964a2d.txt_1,7,1,3,11,0,2,2,7,13
danbooru_1221295_5bf8658f03ea8e784504b54d76d00e6e.txt_0,2,0,5,4,0,0,11,4,15
danbooru_2785409_bc3bcb40a904e4368b534b3868f89430.txt_0,3,0,3,4,1,0,2,7,0
danbooru_5963587_c8518048da9f9a86694e9347a18331de.txt_1,0,0,5,4,3,0,3,1,1
danbooru_1537297_7572acca8bed401586a67eaf1c204ca2.txt_0,2,0,3,12,0,0,2,4,34
danbooru_5835005_e60fc2c522edbf7a598ece0ce4a0f4da.txt_1,1,1,5,12,3,0,3,8,23
danbooru_4571701_f40aabfbd2077ef22d09a5e05fc664d1.txt_1,5,0,3,4,0,0,1,7,23
danbooru_1847318_57b7203ca38e7ac58a3d0be5b8871ea4.txt_0,2,0,3,12,0,0,3,7,23
danbooru_5295556_86c1f2c514bfd16c874641a2171e0a0f.txt_1,5,0,5,9,7,1,4,7,24
danbooru_2715432_3ec0961f754da2e874d602dc1aa3e283.txt_0,3,0,5,4,4,0,0,7,20
danbooru_5579919_3ea404d7c01b5112bc4de88045299e9f.txt_1,1,0,5,9,7,0,4,4,1
danbooru_5450093_9e8e0092223512b556f3447f7b053521.txt_1,7,0,5,7,7,2,4,9,23
danbooru_5756551_74c574c3168d792fe19543093adbdbbd.txt_1,7,1,5,10,1,2,2,0,28
danbooru_1445112_97f77e71cbc6d3c493351f51f1dcd909.txt_0,2,0,3,4,0,0,1,8,23
danbooru_2755201_424a36ed86c71788d59af03b455dce7c.txt_0,3,0,5,12,8,2,10,4,32
danbooru_1408716_e7f02c7104de31ee8bd4ded6750620a8.txt_0,2,0,3,4,0,0,1,7,10
danbooru_2727498_e22df67768658f8a82aa7279f3753df0.txt_0,3,0,3,4,4,0,2,7,33
danbooru_2971731_a88c42640201a5752765fcfc7020b227.txt_0,3,0,3,10,3,2,3,8,23
danbooru_3844385_9494bd03a0fea06663fd245cfd0dcf95.txt_0,4,0,3,10,7,2,3,7,23
danbooru_2091635_1a57195ca35bd32e39eba3c1e3c63c5a.txt_0,5,0,3,4,0,0,3,7,23
danbooru_1589897_d0d4d332ccd0a59136c5dfda7b47fa72.txt_0,2,0,3,4,0,0,6,5,23
danbooru_2006983_a2310ad21819e400b15dbec1d7b13743.txt_0,3,0,3,4,0,0,1,4,0
danbooru_2763653_3e17695cfe6093bd58e424af53ab8823.txt_0,7,0,2,4,1,0,2,7,0
danbooru_5446149_707e708e042218ee5d891655742ea19d.txt_1,1,0,5,8,7,1,4,9,23
danbooru_2739266_a9faa025a421e2d538cd996ca0bd2929.txt_0,3,0,1,4,1,0,3,7,14
danbooru_1405586_64faca52938b042f393ab3758f1b4287.txt_0,2,0,3,4,0,0,10,7,29
danbooru_2102789_2aa74dce1df5a6397882cf9d5e7053a8.txt_0,7,0,3,12,0,2,3,7,24
danbooru_2716670_b8e07366a2b7b8150e3450fce5db7528.txt_0,3,0,1,4,1,0,3,7,14
danbooru_5708579_827eb435a3a102b512a9c839a01c2a21.txt_1,0,0,5,4,0,0,5,7,31
danbooru_2227130_e950ade1e49e229a13d631606ed99265.txt_0,3,0,3,12,3,1,4,0,3
danbooru_1924661_a42fd219d8b4eb1746a6264cb496ad8c.txt_0,3,0,3,10,3,2,3,7,22
danbooru_1489647_3970a79ad9e6fa1f308ad9223d40a2e9.txt_0,2,0,3,12,3,2,3,7,22
danbooru_2255476_97a666f117e33f6d865064cade8b2800.txt_0,3,0,3,4,0,0,3,7,11
danbooru_5809444_e4a95e2672c0ea066356c6ff24f83ec5.txt_1,0,1,3,12,1,2,2,0,6
danbooru_5272638_9c7995a5bc08c78b2e7569a34da9bb9d.txt_1,5,1,3,11,0,2,3,0,23
danbooru_1217492_b10fe2c2862757c724b05e1dcb0c075d.txt_0,2,0,3,4,0,0,2,4,29
danbooru_2921511_1c4ff00536eae9f7f8568375bf04117a.txt_0,5,0,3,12,0,0,3,1,22
danbooru_4659621_aadd00a982174d5eec22ea9008a4a035.txt_1,5,1,3,11,0,2,4,0,7
danbooru_1409429_6691633c0f18ac848e41aded0573ebab.txt_0,2,0,3,4,0,0,1,7,22
